country,year,iso_code,population,gdp,cement_co2,co2,co2_including_luc,coal_co2,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_luc_co2,cumulative_oil_co2,land_use_change_co2,oil_co2,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_luc_co2,share_global_oil_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,output_co2_production
India,1973,IND,596107456,7.89E+11,6.921,209.095,568.204,137.809,115.643,4976.824,38544.961,4077.565,36356.809,764.534,359.109,61.749,2.032,1.224,2.639,2.351,2.213,1.051,3.938,1.307,7.127,0.628,8.074,0.751,4.221,0.015,0.011,0.028,0.003,4976824000
India,1974,IND,609721920,7.97E+11,6.501,215.853,537.333,145.639,122.144,5192.677,39082.297,4223.204,36678.289,825.162,321.479,60.628,1.906,1.268,2.518,2.483,2.195,1.059,3.907,1.329,7.13,0.635,7.44,0.748,4.202,0.015,0.011,0.029,0.003,5192677000
India,1975,IND,623524224,8.68E+11,7.288,234.209,492.265,161.338,129.432,5426.886,39574.562,4384.542,36936.344,887,258.056,61.838,2.149,1.373,2.298,2.672,2.192,1.07,3.874,1.354,7.12,0.643,5.905,0.769,4.186,0.016,0.011,0.03,0.003,5426886000
India,1976,IND,637451456,8.79E+11,8.279,244.75,449.567,168.921,137.711,5671.636,40024.129,4553.463,37141.164,950.439,204.818,63.438,2.338,1.36,2.016,2.697,2.2,1.08,3.834,1.38,7.1,0.649,4.758,0.743,4.166,0.016,0.011,0.03,0.003,5671636000
India,1977,IND,651685632,9.47E+11,8.322,258.962,675.266,177.51,146.034,5930.598,40699.391,4730.973,37557.465,1018.996,416.304,68.557,2.244,1.4,2.947,2.766,2.203,1.09,3.815,1.406,7.12,0.656,9.446,0.775,4.151,0.016,0.012,0.031,0.003,5930598000
India,1978,IND,666267776,9.98E+11,8.421,263.15,542.053,174.689,154.455,6193.748,41241.449,4905.662,37836.371,1094.313,278.904,75.317,2.134,1.379,2.326,2.674,2.199,1.1,3.783,1.43,7.116,0.665,6.604,0.822,4.134,0.017,0.012,0.031,0.003,6193747500
India,1979,IND,681248384,9.48E+11,7.752,276.285,471.43,180.623,162.207,6470.032,41712.879,5086.284,38031.516,1176.976,195.145,82.664,1.939,1.408,1.991,2.641,2.185,1.111,3.745,1.454,7.098,0.677,4.807,0.891,4.114,0.017,0.012,0.032,0.003,6470032400
India,1980,IND,696828352,1.02E+12,7.545,291.711,500.449,197.337,169.751,6761.744,42213.328,5283.622,38240.25,1260.153,208.738,83.176,1.874,1.496,2.122,2.809,2.169,1.123,3.711,1.481,7.083,0.69,5.11,0.929,4.099,0.017,0.012,0.032,0.003,6761744000
India,1981,IND,712869312,1.08E+12,8.888,314.966,553.969,210.305,178.639,7076.71,42767.293,5493.927,38479.254,1349.866,239.003,89.713,2.207,1.655,2.365,3.002,2.171,1.139,3.684,1.51,7.07,0.706,5.442,1.049,4.091,0.018,0.012,0.033,0.003,7076710400
India,1982,IND,729169472,1.11E+12,9.676,325.38,485.68,213.123,188.315,7402.09,43252.973,5707.05,38639.555,1444.272,160.3,94.407,2.413,1.723,2.085,2.991,2.182,1.157,3.653,1.538,7.042,0.724,3.636,1.131,4.083,0.018,0.013,0.034,0.003,7402090500
India,1983,IND,745826560,1.20E+12,10.951,352.199,685,232.519,199.266,7754.29,43937.977,5939.57,38972.355,1543.442,332.801,99.17,2.672,1.853,2.877,3.179,2.204,1.177,3.637,1.57,7.041,0.743,6.926,1.2,4.086,0.018,0.013,0.034,0.003,7754289700
India,1984,IND,762895168,1.25E+12,12.593,361.56,577.04,231.493,211.858,8115.85,44515.016,6171.063,39187.836,1649.547,215.48,106.105,3.015,1.839,2.311,3.019,2.24,1.196,3.611,1.599,7.013,0.763,4.061,1.274,4.086,0.019,0.013,0.035,0.003,8115849700
India,1985,IND,780242112,1.30E+12,14.39,397.592,579.62,253.289,226.248,8513.442,45094.633,6424.352,39369.863,1766.307,182.028,116.76,3.404,1.956,2.281,3.082,2.29,1.218,3.584,1.63,6.982,0.787,3.583,1.402,4.087,0.019,0.013,0.036,0.003,8513442300
India,1986,IND,797878976,1.35E+12,16.006,426.31,647.505,273.172,242.254,8939.751,45742.141,6697.523,39591.059,1888.164,221.196,121.857,3.635,2.067,2.515,3.277,2.347,1.242,3.562,1.664,6.958,0.81,4.323,1.421,4.094,0.02,0.014,0.036,0.003,8939751000
India,1987,IND,815716160,1.41E+12,16.412,455.343,610.954,291.856,258.665,9395.096,46353.094,6989.379,39746.672,2015.835,155.61,127.671,3.574,2.14,2.315,3.387,2.399,1.268,3.537,1.7,6.923,0.834,3.043,1.475,4.099,0.02,0.014,0.037,0.003,9395096000
India,1988,IND,833729664,1.56E+12,18.229,491.693,749.052,317.172,276.894,9886.787,47102.145,7306.552,40004.031,2149.45,257.359,133.615,3.769,2.224,2.757,3.559,2.458,1.296,3.521,1.739,6.907,0.857,5.088,1.489,4.111,0.021,0.014,0.038,0.003,9886788000
India,1989,IND,852012672,1.66E+12,20.791,540.651,737.445,339.626,297.685,10427.439,47839.594,7646.178,40200.824,2300.164,196.793,150.714,4.213,2.413,2.703,3.812,2.532,1.328,3.505,1.782,6.883,0.885,4.042,1.651,4.125,0.021,0.014,0.039,0.003,10427439000
India,1990,IND,870452160,1.75E+12,22.348,577.997,776.549,366.514,320.033,11005.436,48616.141,8012.692,40399.371,2458.331,198.552,158.167,4.525,2.54,2.81,4.218,2.612,1.362,3.491,1.831,6.86,0.914,4.071,1.71,4.133,0.021,0.015,0.04,0.003,11005436000
India,1991,IND,888941760,1.76E+12,24.503,615.365,775.409,393.043,344.536,11620.802,49391.551,8405.735,40559.418,2624.753,160.044,166.423,4.826,2.647,2.769,4.568,2.7,1.398,3.477,1.884,6.832,0.941,3.364,1.712,4.143,0.022,0.015,0.04,0.003,11620802000
India,1992,IND,907574080,1.84E+12,25.156,655.448,844.07,411.415,369.693,12276.249,50235.617,8817.15,40748.039,2812.808,188.623,188.055,4.756,2.903,3.073,4.898,2.782,1.438,3.469,1.939,6.808,0.977,3.857,2.038,4.158,0.022,0.015,0.041,0.004,12276249000
India,1993,IND,926351296,1.93E+12,26.602,677.3,827.194,433.122,396.295,12953.549,51062.812,9250.271,40897.934,2999.687,149.894,186.879,4.824,2.969,2.987,5.095,2.863,1.477,3.46,1.997,6.778,1.009,3.074,2.024,4.173,0.023,0.016,0.042,0.004,12953549000
India,1994,IND,945261952,2.04E+12,28.54,716.269,849.272,455.72,424.835,13669.817,51912.086,9705.992,41030.938,3198.642,133.003,198.955,4.85,3.118,3.005,5.331,2.944,1.519,3.452,2.058,6.74,1.043,2.511,2.147,4.187,0.023,0.016,0.043,0.004,13669817000
India,1995,IND,964279104,2.17E+12,31.104,761.449,860.963,471.723,455.939,14431.267,52773.047,10177.715,41130.449,3414.923,99.514,216.281,4.997,3.246,2.995,5.364,3.029,1.563,3.443,2.118,6.699,1.081,1.882,2.31,4.201,0.024,0.017,0.044,0.004,14431267000
India,1996,IND,983281216,2.32E+12,34.079,825.201,1014.446,504.499,490.018,15256.468,53787.496,10682.215,41319.699,3658.083,189.246,243.16,5.364,3.416,3.445,5.596,3.124,1.61,3.443,2.182,6.672,1.124,3.581,2.522,4.218,0.024,0.017,0.045,0.004,15256467000
India,1997,IND,1002335232,2.40E+12,37.418,858.935,978.784,527.723,527.436,16115.402,54766.281,11209.937,41439.547,3902.286,119.849,244.202,5.659,3.534,3.116,5.885,3.226,1.658,3.437,2.249,6.615,1.164,1.687,2.495,4.232,0.024,0.017,0.046,0.004,16115403000
India,1998,IND,1021434560,2.54E+12,39.026,876.952,986.872,524.126,566.463,16992.354,55753.148,11734.063,41549.469,4165.178,109.92,262.892,5.926,3.622,3.323,6.006,3.331,1.706,3.435,2.313,6.575,1.207,2.003,2.66,4.249,0.025,0.018,0.047,0.004,16992354000
India,1999,IND,1040500032,2.68E+12,44.592,950.951,1051.271,560.528,611.055,17943.307,56804.422,12294.592,41649.785,4465.688,100.32,300.51,6.453,3.845,3.479,6.33,3.453,1.758,3.435,2.382,6.534,1.257,1.828,2.972,4.269,0.025,0.018,0.048,0.004,17943306000
India,2000,IND,1059633664,2.77E+12,45.957,978.104,1186.952,572.877,657.012,18921.408,57991.371,12867.468,41858.633,4777.974,208.848,312.287,6.366,3.843,3.883,6.225,3.567,1.809,3.444,2.45,6.515,1.307,4.082,3.031,4.288,0.026,0.019,0.049,0.004,18921409000
India,2001,IND,1078970880,2.91E+12,46.74,991.732,1159.653,582.083,703.752,19913.141,59151.027,13449.552,42026.559,5094.09,167.921,316.115,6.196,3.864,3.814,6.289,3.671,1.858,3.45,2.516,6.493,1.355,3.543,3.042,4.304,0.026,0.019,0.05,0.004,19913140000
India,2002,IND,1098313088,2.99E+12,49.111,1022.175,1131.949,598.598,752.863,20935.314,60282.973,14048.149,42136.332,5418.677,109.773,324.588,6.169,3.889,3.598,6.185,3.77,1.907,3.453,2.581,6.459,1.402,2.12,3.125,4.316,0.027,0.02,0.051,0.004,20935315000
India,2003,IND,1117415168,3.21E+12,50.88,1058.725,1193.121,625.891,803.743,21994.041,61476.098,14674.041,42270.723,5748.614,134.396,329.937,5.97,3.829,3.582,5.95,3.86,1.954,3.455,2.645,6.423,1.448,2.377,3.089,4.325,0.027,0.02,0.052,0.004,21994041000
India,2004,IND,1136264576,3.45E+12,55.545,1124.518,1218.939,669.969,859.288,23118.559,62695.035,15344.009,42365.145,6096.132,94.421,347.518,6.1,3.927,3.585,6.163,3.954,2.003,3.458,2.713,6.386,1.494,1.761,3.147,4.334,0.027,0.021,0.053,0.005,23118560000
India,2005,IND,1154638720,3.71E+12,59.687,1184.927,1248.204,721.47,918.974,24303.484,63943.238,16065.479,42428.426,6447.778,63.277,351.646,6.19,4.001,3.636,6.25,4.049,2.053,3.461,2.784,6.35,1.538,1.342,3.157,4.346,0.028,0.021,0.054,0.005,24303485000
India,2006,IND,1172373760,4.02E+12,64.905,1258.643,1318.11,773.565,983.88,25562.129,65261.352,16839.045,42487.891,6816.67,59.467,368.891,6.172,4.114,3.696,6.347,4.143,2.105,3.465,2.857,6.311,1.583,1.172,3.28,4.357,0.028,0.022,0.055,0.005,25562128000
India,2007,IND,1189691776,4.36E+12,68.333,1356.953,1476.363,842.478,1052.213,26919.082,66737.711,17681.523,42607.301,7207.697,119.41,391.028,6.05,4.307,4.107,6.594,4.23,2.16,3.477,2.937,6.287,1.631,2.691,3.465,4.373,0.029,0.023,0.056,0.005,26919082000
India,2008,IND,1206734848,4.60E+12,73.245,1461.518,1640.468,910.796,1125.458,28380.6,68378.18,18592.32,42786.25,7620.014,178.95,412.316,6.404,4.555,4.466,6.904,4.325,2.22,3.496,3.022,6.271,1.682,3.854,3.665,4.391,0.029,0.023,0.057,0.005,28380600000
India,2009,IND,1223640192,4.95E+12,81.268,1611.416,1718.002,983.948,1206.726,29992.016,70096.18,19576.268,42892.836,8051.624,106.586,431.61,6.912,5.105,4.694,7.559,4.437,2.29,3.518,3.116,6.24,1.735,2.117,3.925,4.413,0.029,0.024,0.058,0.005,29992016000
India,2010,IND,1240613632,5.31E+12,86.029,1676.495,1815.947,1015.983,1292.755,31668.51,71912.125,20592.25,43032.289,8489.997,139.452,438.373,6.856,5.025,4.754,7.295,4.544,2.358,3.541,3.206,6.217,1.786,2.883,3.859,4.44,0.03,0.025,0.06,0.005,31668510000
India,2011,IND,1257621248,5.68E+12,91.314,1778.473,1895.94,1089.807,1384.069,33446.984,73808.07,21682.057,43149.754,8948.906,117.468,458.909,6.765,5.157,4.806,7.395,4.644,2.428,3.565,3.3,6.19,1.838,2.366,4.03,4.465,0.03,0.026,0.061,0.005,33446984000
India,2012,IND,1274487168,5.95E+12,100.237,1962.594,2146.307,1244.606,1484.307,35409.578,75954.383,22926.664,43333.469,9437.461,183.713,488.554,7.24,5.606,5.388,8.34,4.76,2.507,3.6,3.412,6.173,1.894,3.806,4.233,4.493,0.031,0.026,0.062,0.005,35409580000
India,2013,IND,1291132032,6.32E+12,107.82,2037.416,2281.621,1319.999,1592.126,37446.996,78236,24246.66,43577.676,9933.103,244.206,495.642,7.466,5.769,5.712,8.786,4.879,2.586,3.639,3.53,6.167,1.948,5.277,4.263,4.519,0.031,0.027,0.064,0.005,37446996000
India,2014,IND,1307246464,6.75E+12,115.825,2187.343,2311.956,1447.355,1707.951,39634.336,80547.953,25694.018,43702.289,10444.269,124.613,511.166,7.722,6.148,5.709,9.616,5.004,2.672,3.677,3.66,6.142,2.002,2.534,4.377,4.547,0.031,0.028,0.065,0.006,39634338000
India,2015,IND,1322866560,7.26E+12,117.508,2270.766,2453.856,1487.461,1825.459,41905.102,83001.812,27181.479,43885.375,10999.058,183.09,554.789,8.135,6.386,5.993,10.112,5.131,2.759,3.72,3.793,6.122,2.061,3.4,4.65,4.576,0.032,0.03,0.067,0.006,41905103000
India,2016,IND,1338636288,7.77E+12,123.281,2383.816,2587.021,1529.99,1948.741,44288.918,85588.828,28711.469,44088.582,11612.224,203.205,613.166,8.287,6.71,6.459,10.654,5.258,2.849,3.768,3.927,6.111,2.128,4.488,5.1,4.609,0.032,0.031,0.069,0.006,44288918000
India,2017,IND,1354195712,8.28E+12,121.047,2434.868,2619.277,1560.988,2069.788,46723.789,88208.102,30272.457,44272.992,12243.311,184.409,631.087,8.027,6.745,6.479,10.76,5.366,2.937,3.816,4.06,6.1,2.195,4.257,5.155,4.641,0.032,0.032,0.07,0.006,46723790000
India,2018,IND,1369003264,8.84E+12,138.965,2600.447,2757.229,1677.6,2208.753,49324.234,90965.336,31950.057,44429.773,12898.501,156.783,655.19,8.856,7.061,6.724,11.376,5.503,3.031,3.866,4.202,6.087,2.262,3.75,5.342,4.674,0.033,0.033,0.072,0.006,49324233000
India,2019,IND,1383112064,,143.664,2626.459,2760.745,1677.654,2352.417,51950.695,93726.078,33627.711,44564.059,13572.512,134.286,674.011,8.882,7.083,6.63,11.392,5.634,3.121,3.914,4.339,6.067,2.33,2.947,5.46,4.707,0.033,0.034,0.073,0.006,51950694000
India,2020,IND,1396387072,,122.908,2445.012,2553.76,1588.06,2475.325,54395.703,96279.836,35215.77,44672.809,14176.114,108.748,603.602,7.506,6.933,6.495,11.204,5.704,3.2,3.956,4.462,6.049,2.388,2.68,5.393,4.737,0.034,0.035,0.075,0.006,54395703000
India,2021,IND,1407563904,,149.001,2709.684,2794.982,1802.312,2624.326,57105.387,99074.828,37018.082,44758.105,14798.263,85.298,622.148,8.908,7.299,6.807,12.032,5.823,3.288,4.003,4.603,6.028,2.444,2.165,5.256,4.769,0.034,0.036,0.077,0.006,57105388000
Nepal,1950,NPL,8398952,7209979904,,0.026,17.576,,,0.026,17.576,,896.984,0.026,17.551,0.026,0,0,0.154,0,0,0,0.003,0,0.235,0,0.324,0.002,0.158,0,0,0.001,0,25648
Nepal,1951,NPL,8579837,7414175744,,0.029,16.297,,,0.055,33.874,,913.252,0.055,16.268,0.029,0,0,0.136,0,0,0,0.005,0,0.236,0,0.291,0.002,0.158,0,0,0.001,0,54960
Nepal,1952,NPL,8759893,7667805184,,0.029,20.071,,,0.084,53.945,,933.294,0.084,20.042,0.029,0,0,0.165,0,0,0,0.009,0,0.238,0,0.35,0.002,0.157,0,0,0.001,0,84272
Nepal,1953,NPL,8936491,8138560000,,0.037,17.77,,,0.121,71.715,,951.028,0.121,17.734,0.037,0,0.001,0.142,0,0,0,0.011,0,0.239,0,0.304,0.002,0.157,0,0,0.001,0,120912
Nepal,1954,NPL,9110779,8309793792,,0.04,17.957,,,0.161,89.673,,968.945,0.161,17.917,0.04,0,0.001,0.14,0,0,0,0.014,0,0.239,0,0.298,0.002,0.157,0,0,0.001,0,161216
Nepal,1955,NPL,9284902,8474226176,,0.044,17.778,,,0.205,107.45,,986.679,0.205,17.734,0.044,0,0.001,0.13,0,0,0,0.016,0,0.24,0.001,0.287,0.002,0.156,0,0,0.001,0,205184
Nepal,1956,NPL,9458905,8861500416,,0.048,18.294,,,0.253,125.745,,1004.925,0.253,18.247,0.048,0,0.001,0.128,0,0,0,0.018,0,0.241,0.001,0.286,0.002,0.156,0,0,0.001,0,252816
Nepal,1957,NPL,9633244,8859029504,,0.055,16.873,,,0.308,142.618,,1021.743,0.308,16.818,0.055,0,0.001,0.114,0,0,0,0.02,0,0.241,0.001,0.255,0.002,0.155,0,0,0.001,0,307776
Nepal,1958,NPL,9805028,9358283776,,0.059,17.609,,,0.366,160.227,,1039.294,0.366,17.551,0.059,0,0.001,0.116,0,0,0,0.022,0,0.241,0.001,0.259,0.002,0.155,0,0,0.001,0,366400
Nepal,1959,NPL,9980683,9618725888,,0.066,15.894,,,0.432,176.121,,1055.122,0.432,15.828,0.066,0,0.001,0.1,0,0,0,0.024,0,0.241,0.001,0.223,0.002,0.154,0,0,0.001,0,432352
Nepal,1960,NPL,10167941,9834300416,,0.081,15.836,,,0.513,191.957,,1070.877,0.513,15.755,0.081,0,0.001,0.099,0,0,0,0.026,0,0.241,0.001,0.24,0.003,0.153,0,0,0.001,0,512960
Nepal,1961,NPL,10365144,10074240000,,0.081,15.982,,,0.594,207.939,,1086.779,0.594,15.902,0.081,0,0.001,0.103,0,0,0,0.027,0,0.241,0.001,0.26,0.002,0.152,0,0,0.001,0,593568
Nepal,1962,NPL,10570725,10311335936,,0.088,17.272,,,0.682,225.211,,1103.963,0.682,17.184,0.088,0,0.001,0.11,0,0,0,0.029,0,0.242,0.001,0.292,0.002,0.152,0,0,0.001,0,681504
Nepal,1963,NPL,10782719,10563000320,,0.099,16.037,,,0.78,241.249,,1119.902,0.78,15.938,0.099,0,0.001,0.101,0,0,0,0.03,0,0.242,0.001,0.282,0.003,0.151,0,0,0.001,0,780432
Nepal,1964,NPL,11002820,10805124096,,0.15,16.052,0.026,,0.931,257.301,0.026,1135.803,0.904,15.902,0.124,0,0.001,0.098,0.001,0,0,0.032,0,0.243,0.001,0.29,0.003,0.15,0,0,0.001,0,930656
Nepal,1965,NPL,11232952,11068378112,,0.18,16.155,0.033,,1.11,273.455,0.059,1151.778,1.051,15.975,0.147,0,0.002,0.099,0.001,0,0,0.033,0,0.244,0.001,0.315,0.003,0.15,0,0,0.001,0,1110192
Nepal,1966,NPL,11470202,11842046976,,0.191,18.144,0.033,,1.301,291.599,0.092,1169.732,1.208,17.954,0.158,0,0.002,0.109,0.001,0,0,0.035,0,0.245,0.002,0.37,0.003,0.149,0,0,0.001,0,1300720
Nepal,1967,NPL,11715586,11644907520,,0.213,17.47,0.051,,1.513,309.069,0.144,1186.989,1.37,17.257,0.161,0,0.002,0.102,0.001,0,0,0.036,0,0.246,0.002,0.35,0.003,0.148,0,0,0.001,0,1513232
Nepal,1968,NPL,11970408,11736879104,,0.253,17.437,0.061,,1.766,326.506,0.205,1204.174,1.561,17.184,0.191,0,0.002,0.097,0.001,0,0,0.037,0,0.247,0.002,0.345,0.003,0.147,0,0,0.001,0,1766048
Nepal,1969,NPL,12231875,12264907776,,0.399,36.6,0.063,,2.165,363.106,0.268,1240.374,1.898,36.2,0.337,0,0.003,0.199,0.001,0,0.001,0.04,0,0.252,0.002,0.776,0.006,0.147,0,0,0.001,0,2165424
Nepal,1970,NPL,12501288,12574544896,,0.227,25.216,0.026,,2.393,388.322,0.293,1265.362,2.099,24.988,0.202,0,0.002,0.129,0,0,0.001,0.042,0,0.255,0.002,0.543,0.003,0.147,0,0,0.001,0,2392592
Nepal,1971,NPL,12774872,12422410240,,0.198,37.827,0.033,,2.59,426.149,0.326,1302.992,2.264,37.629,0.165,0,0.001,0.188,0.001,0,0.001,0.046,0,0.26,0.002,0.821,0.002,0.147,0,0,0.001,0,2590448
Nepal,1972,NPL,13052224,12810225664,,0.267,44.602,0.062,,2.858,470.751,0.389,1347.326,2.469,44.334,0.205,0,0.002,0.214,0.001,0,0.001,0.049,0,0.266,0.002,0.966,0.003,0.148,0,0,0.001,0,2857920
Nepal,1973,NPL,13335966,12744679424,,0.421,35.852,0.205,,3.279,506.603,0.594,1382.757,2.685,35.431,0.216,0,0.002,0.166,0.004,0,0.001,0.052,0,0.271,0.002,0.797,0.003,0.148,0,0,0.001,0,3279280
Nepal,1974,NPL,13626308,13553968128,0.018,0.425,31.715,0.213,0.018,3.704,538.318,0.806,1414.047,2.88,31.291,0.194,0.005,0.002,0.149,0.004,0,0.001,0.054,0,0.275,0.002,0.724,0.002,0.148,0,0,0.001,0,3704155
Nepal,1975,NPL,13925542,13763861504,0.004,0.352,30.177,0.125,0.022,4.056,568.495,0.931,1443.873,3.103,29.825,0.224,0.001,0.002,0.141,0.002,0,0.001,0.056,0,0.278,0.002,0.682,0.003,0.148,0,0.001,0.001,0,4055869
Nepal,1976,NPL,14230741,14370677760,0.014,0.282,29.008,0.022,0.036,4.338,597.503,0.953,1472.598,3.349,28.726,0.245,0.004,0.002,0.13,0,0.001,0.001,0.057,0,0.282,0.002,0.667,0.003,0.148,0,0.001,0.001,0,4337708
Nepal,1977,NPL,14550429,14809700352,0.021,0.336,28.439,0.051,0.057,4.674,625.942,1.004,1500.701,3.612,28.103,0.264,0.006,0.002,0.124,0.001,0.001,0.001,0.059,0,0.284,0.002,0.638,0.003,0.148,0,0.001,0.001,0,4674107
Nepal,1978,NPL,14888778,15463369728,0.017,0.329,27.662,0.043,0.075,5.003,653.604,1.048,1528.035,3.881,27.333,0.268,0.004,0.002,0.119,0.001,0.001,0.001,0.06,0,0.287,0.002,0.647,0.003,0.148,0,0.001,0.001,0,5003088
Nepal,1979,NPL,15238564,15813587968,0.01,0.512,25.794,0.191,0.085,5.515,679.398,1.238,1553.316,4.192,25.282,0.311,0.003,0.003,0.109,0.003,0.001,0.001,0.061,0,0.29,0.002,0.623,0.003,0.148,0.001,0.001,0.001,0,5515448
Nepal,1980,NPL,15600443,15445941248,0.014,0.541,22.489,0.207,0.099,6.057,701.887,1.445,1575.263,4.513,21.947,0.321,0.003,0.003,0.095,0.003,0.001,0.001,0.062,0,0.292,0.002,0.537,0.004,0.148,0.001,0.001,0.001,0,6056743
Nepal,1981,NPL,15969796,16724574208,0.014,0.453,21.558,0.103,0.113,6.51,723.445,1.548,1596.368,4.849,21.105,0.336,0.003,0.002,0.092,0.001,0.001,0.001,0.062,0,0.293,0.003,0.481,0.004,0.148,0.001,0.001,0.001,0,6509929
Nepal,1982,NPL,16347124,17363230720,0.01,0.442,20.741,0.11,0.123,6.952,744.186,1.658,1616.667,5.171,20.299,0.322,0.002,0.002,0.089,0.002,0.001,0.001,0.063,0,0.295,0.003,0.46,0.004,0.147,0.001,0.001,0.001,0,6952290
Nepal,1983,NPL,16740666,16854464512,0.02,0.492,20.425,0.11,0.142,7.445,764.61,1.768,1636.599,5.534,19.932,0.363,0.005,0.003,0.086,0.002,0.002,0.001,0.063,0,0.296,0.003,0.415,0.004,0.147,0.001,0.001,0.001,0,7444708
Nepal,1984,NPL,17141612,18482688000,0.016,0.701,20.121,0.267,0.159,8.146,784.731,2.036,1656.018,5.952,19.419,0.418,0.004,0.004,0.081,0.003,0.002,0.001,0.064,0.001,0.296,0.003,0.366,0.005,0.147,0.001,0.001,0.001,0,8146132
Nepal,1985,NPL,17540576,19628165120,0.013,0.676,20.205,0.213,0.171,8.822,804.936,2.248,1675.547,6.403,19.529,0.451,0.003,0.003,0.08,0.003,0.002,0.001,0.064,0.001,0.297,0.003,0.384,0.005,0.147,0.001,0.001,0.001,0,8822150
Nepal,1986,NPL,17936924,20520863744,0.041,0.697,19.2,0.139,0.213,9.519,824.136,2.387,1694.05,6.919,18.503,0.517,0.009,0.003,0.075,0.002,0.002,0.001,0.064,0.001,0.298,0.003,0.362,0.006,0.146,0.001,0.001,0.001,0,9519164
Nepal,1987,NPL,18326202,20865783808,0.066,0.861,18.668,0.231,0.278,10.38,842.804,2.618,1711.857,7.483,17.807,0.564,0.014,0.004,0.071,0.003,0.003,0.001,0.064,0.001,0.298,0.003,0.348,0.007,0.146,0.001,0.001,0.001,0,10379844
Nepal,1988,NPL,18720746,22479065088,0.09,0.976,18.233,0.235,0.368,11.356,861.037,2.854,1729.115,8.134,17.257,0.651,0.019,0.004,0.067,0.003,0.003,0.001,0.064,0.001,0.299,0.003,0.341,0.007,0.146,0.001,0.001,0.001,0,11355814
Nepal,1989,NPL,19145078,23443169280,0.091,0.894,17.711,0.216,0.459,12.249,878.749,3.07,1745.933,8.721,16.818,0.586,0.018,0.004,0.065,0.002,0.004,0.002,0.064,0.001,0.299,0.003,0.345,0.006,0.146,0.001,0.001,0.001,0,12249378
Nepal,1990,NPL,19616528,24523433984,0.044,0.721,16.696,0.18,0.503,12.971,895.445,3.249,1761.908,9.219,15.975,0.498,0.009,0.003,0.06,0.002,0.004,0.002,0.064,0.001,0.299,0.003,0.328,0.005,0.146,0.001,0.001,0.001,0,12970814
Nepal,1991,NPL,20130774,26059003904,0.055,1.026,17.221,0.3,0.558,13.997,912.666,3.55,1778.103,9.889,16.195,0.671,0.011,0.004,0.061,0.003,0.004,0.002,0.064,0.001,0.3,0.004,0.34,0.007,0.146,0.001,0.001,0.001,0,13997125
