country,year,iso_code,population,gdp,cement_co2,co2,co2_including_luc,coal_co2,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_luc_co2,cumulative_oil_co2,land_use_change_co2,oil_co2,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_luc_co2,share_global_oil_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,output_co2_production
Afghanistan,1949,AFG,7356890,,,0.015,8.039,0.015,,0.015,8.039,0.015,527.616,,8.024,0,0,0,0.078,0,0,0,0.001,0,0.14,0,0.16,0,0.129,0,0,0,0,14656
Afghanistan,1950,AFG,7480464,9421400064,,0.084,8.585,0.021,,0.099,16.624,0.036,536.116,0.063,8.5,0.063,0,0.001,0.075,0.001,0,0,0.003,0,0.141,0,0.157,0.004,0.129,0,0,0,0,98928
Afghanistan,1951,AFG,7571542,9692279808,,0.092,9.142,0.026,,0.191,25.765,0.061,545.167,0.129,9.05,0.066,0,0.001,0.076,0.001,0,0,0.004,0,0.141,0,0.162,0.004,0.129,0,0,0.001,0,190528
Afghanistan,1952,AFG,7667534,10017325056,,0.092,9.948,0.032,,0.282,35.713,0.093,555.023,0.189,9.856,0.06,0,0.001,0.082,0.001,0,0,0.006,0,0.141,0.001,0.172,0.003,0.129,0,0,0.001,0,282128
Afghanistan,1953,AFG,7764549,10630519808,,0.106,10.915,0.038,,0.388,46.628,0.131,565.832,0.257,10.809,0.068,0,0.002,0.087,0.001,0,0,0.007,0,0.142,0.001,0.185,0.003,0.129,0,0,0.001,0,388384
Afghanistan,1954,AFG,7864289,10866360320,,0.106,11.684,0.043,,0.495,58.313,0.174,577.41,0.321,11.578,0.064,0,0.002,0.091,0.001,0,0,0.009,0,0.143,0.001,0.193,0.003,0.129,0,0,0.001,0,494640
Afghanistan,1955,AFG,7971933,11078185984,,0.154,12.795,0.062,,0.649,71.107,0.236,590.051,0.413,12.641,0.092,0,0.002,0.094,0.001,0,0,0.011,0,0.144,0.001,0.204,0.004,0.128,0,0,0.001,0,648528
Afghanistan,1956,AFG,8087730,11581236224,,0.183,13.703,0.062,,0.832,84.811,0.298,603.571,0.534,13.52,0.121,0,0.002,0.096,0.001,0,0,0.012,0,0.145,0.001,0.212,0.005,0.128,0,0,0.001,0,831728
Afghanistan,1957,AFG,8210207,11578973184,,0.293,14.766,0.077,,1.125,99.577,0.375,618.044,0.75,14.473,0.216,0,0.004,0.1,0.002,0,0,0.014,0,0.146,0.002,0.22,0.008,0.128,0,0,0.001,0,1124848
Afghanistan,1958,AFG,8333827,12238841856,,0.33,15.828,0.092,,1.455,115.405,0.467,633.542,0.988,15.499,0.238,0,0.004,0.104,0.002,0,0.001,0.016,0,0.147,0.002,0.229,0.009,0.128,0,0,0.001,0,1454608
Afghanistan,1959,AFG,8468220,12579874816,0.018,0.385,16.506,0.11,0.018,1.839,131.911,0.577,649.664,1.244,16.122,0.256,0.013,0.004,0.103,0.002,0.001,0.001,0.018,0,0.148,0.003,0.227,0.009,0.128,0,0,0.001,0,1839179
Afghanistan,1960,AFG,8622473,13033253888,0.018,0.414,18.477,0.127,0.036,2.253,150.389,0.704,667.727,1.513,18.064,0.269,0.011,0.004,0.116,0.002,0.002,0.001,0.02,0,0.15,0.003,0.275,0.009,0.128,0,0,0.001,0,2253064
Afghanistan,1961,AFG,8790140,13146287104,0.022,0.491,16.429,0.176,0.058,2.744,166.818,0.88,683.666,1.806,15.938,0.293,0.013,0.005,0.106,0.004,0.003,0.001,0.022,0,0.152,0.003,0.261,0.009,0.128,0,0,0.001,0,2743862
Afghanistan,1962,AFG,8969055,13367633920,0.029,0.689,14.978,0.297,0.087,3.432,181.796,1.176,697.955,2.169,14.29,0.363,0.016,0.007,0.096,0.006,0.004,0.001,0.023,0,0.153,0.004,0.242,0.01,0.127,0,0,0.001,0,3432456
Afghanistan,1963,AFG,9157463,13630298112,0.051,0.707,14.85,0.264,0.138,4.139,196.646,1.44,712.098,2.561,14.143,0.392,0.027,0.007,0.093,0.005,0.005,0.001,0.025,0.001,0.154,0.004,0.25,0.01,0.127,0,0,0.001,0,4139192
Afghanistan,1964,AFG,9355510,13870503936,0.062,0.839,12.087,0.3,0.2,4.978,208.733,1.741,723.347,3.037,11.248,0.476,0.03,0.008,0.074,0.006,0.007,0.001,0.026,0.001,0.155,0.005,0.205,0.012,0.126,0,0,0.001,0,4977743
Afghanistan,1965,AFG,9565154,14187419648,0.084,1.007,12.072,0.381,0.283,5.985,220.805,2.122,734.412,3.58,11.065,0.542,0.039,0.009,0.074,0.007,0.01,0.002,0.027,0.001,0.155,0.005,0.218,0.012,0.126,0,0,0.001,0,5984660
Afghanistan,1966,AFG,9783153,14325264384,0.087,1.091,13.036,0.429,0.371,7.076,233.841,2.55,746.357,4.155,11.945,0.575,0.037,0.009,0.078,0.008,0.012,0.002,0.028,0.001,0.156,0.006,0.246,0.012,0.125,0,0,0.001,0,7075819
Afghanistan,1967,AFG,10010037,14734025728,0.065,1.282,10.442,0.399,0.436,8.358,244.283,2.95,755.517,4.712,9.16,0.557,0.027,0.01,0.061,0.008,0.013,0.002,0.028,0.001,0.157,0.006,0.186,0.011,0.125,0,0,0.001,0,8357684
Afghanistan,1968,AFG,10247782,15254250496,0.047,1.223,9.248,0.332,0.483,9.581,253.53,3.282,763.541,5.209,8.024,0.497,0.018,0.009,0.052,0.006,0.013,0.002,0.029,0.001,0.157,0.006,0.161,0.009,0.124,0,0,0.001,0,9581075
Afghanistan,1969,AFG,10494491,15493193728,0.051,0.941,8.196,0.363,0.534,10.522,261.726,3.645,770.796,5.736,7.255,0.528,0.019,0.007,0.044,0.007,0.013,0.003,0.029,0.001,0.157,0.006,0.155,0.009,0.124,0,0,0.001,0,10522307
Afghanistan,1970,AFG,10752973,15812232192,0.047,1.67,8.888,0.437,0.581,12.193,270.615,4.082,778.014,6.408,7.218,0.672,0.016,0.011,0.046,0.008,0.014,0.003,0.03,0.001,0.157,0.007,0.157,0.01,0.123,0,0,0.001,0,12192704
Afghanistan,1971,AFG,11015853,15770513408,0.043,1.894,8.159,0.359,0.625,14.086,278.774,4.441,784.279,7.156,6.265,0.747,0.014,0.012,0.041,0.006,0.014,0.003,0.03,0.001,0.157,0.007,0.137,0.01,0.122,0,0,0.001,0,14086258
Afghanistan,1972,AFG,11286753,13170552832,0.046,1.53,7.576,0.191,0.671,15.617,286.35,4.631,790.325,7.782,6.046,0.627,0.014,0.009,0.036,0.003,0.014,0.003,0.03,0.002,0.156,0.007,0.132,0.008,0.12,0,0,0.001,0,15616605
Afghanistan,1973,AFG,11575308,13568630784,0.067,1.635,6.618,0.311,0.738,17.252,292.968,4.942,795.308,8.484,4.983,0.702,0.02,0.01,0.031,0.005,0.014,0.004,0.03,0.002,0.156,0.007,0.112,0.009,0.119,0,0,0.001,0,17252060
Afghanistan,1974,AFG,11869881,14309107712,0.07,1.913,6.53,0.305,0.808,19.165,299.498,5.247,799.924,9.255,4.617,0.771,0.021,0.011,0.031,0.005,0.015,0.004,0.03,0.002,0.155,0.007,0.107,0.01,0.118,0,0,0.001,0,19165212
Afghanistan,1975,AFG,12157390,15177767936,0.069,2.121,6.262,0.399,0.878,21.287,305.76,5.646,804.065,10.129,4.14,0.874,0.02,0.012,0.029,0.007,0.015,0.004,0.03,0.002,0.155,0.007,0.095,0.011,0.117,0,0,0.001,0,21286594
Afghanistan,1976,AFG,12425276,16023605248,0.079,1.981,5.938,0.425,0.957,23.267,311.698,6.071,808.022,11.012,3.957,0.883,0.022,0.011,0.027,0.007,0.015,0.004,0.03,0.002,0.154,0.008,0.092,0.01,0.116,0,0,0.001,0,23267452
Afghanistan,1977,AFG,12687308,15207360512,0.065,2.384,6.121,0.451,1.022,25.652,317.819,6.521,811.759,11.987,3.737,0.975,0.017,0.013,0.027,0.007,0.015,0.005,0.03,0.002,0.154,0.008,0.085,0.011,0.114,0,0,0.001,0,25651628
Afghanistan,1978,AFG,12938864,16337829888,0.058,2.153,5.341,0.576,1.079,27.805,323.16,7.098,814.947,12.923,3.188,0.936,0.015,0.011,0.023,0.009,0.015,0.005,0.03,0.002,0.153,0.008,0.075,0.01,0.113,0,0,0.001,0,27804928
Afghanistan,1979,AFG,12986378,15913788416,0.064,2.233,5.897,0.352,1.143,30.038,329.057,7.449,818.611,14.088,3.664,1.165,0.016,0.011,0.025,0.005,0.015,0.005,0.03,0.002,0.153,0.008,0.09,0.013,0.112,0,0,0.001,0,30037682
Afghanistan,1980,AFG,12486640,15329836032,0.023,1.756,4.907,0.316,1.166,31.794,333.964,7.765,821.762,15.013,3.151,0.925,0.006,0.009,0.021,0.004,0.015,0.005,0.029,0.002,0.152,0.008,0.077,0.01,0.111,0,0,0.001,0,31793984
Afghanistan,1981,AFG,11155196,15645343744,0.033,1.978,5.789,0.333,1.199,33.772,339.753,8.098,825.572,16.028,3.811,1.015,0.008,0.01,0.025,0.005,0.015,0.005,0.029,0.002,0.152,0.008,0.087,0.012,0.11,0,0,0.001,0,33772450
Afghanistan,1982,AFG,10088290,15980409856,0.039,2.095,4.806,0.385,1.238,35.867,344.559,8.483,828.284,17.021,2.711,0.993,0.01,0.011,0.021,0.005,0.014,0.006,0.029,0.002,0.151,0.009,0.061,0.012,0.108,0,0,0.001,0,35867028
Afghanistan,1983,AFG,9951447,16755333120,0.006,2.52,5.378,0.385,1.245,38.387,349.937,8.868,831.142,18.241,2.858,1.22,0.002,0.013,0.023,0.005,0.014,0.006,0.029,0.002,0.15,0.009,0.059,0.015,0.107,0,0,0.001,0,38386984
Afghanistan,1984,AFG,10243689,17072152576,0.048,2.822,5.167,0.393,1.293,41.209,355.103,9.26,833.487,19.375,2.345,1.134,0.011,0.014,0.021,0.005,0.014,0.006,0.029,0.002,0.149,0.009,0.044,0.014,0.106,0,0,0.001,0,41208520
Afghanistan,1985,AFG,10512220,17108480000,0.032,3.501,5.297,0.4,1.324,44.71,360.4,9.66,835.282,20.923,1.795,1.548,0.007,0.017,0.021,0.005,0.013,0.006,0.029,0.002,0.148,0.009,0.035,0.019,0.104,0,0,0.001,0,44709944
Afghanistan,1986,AFG,10448447,17641345024,0.038,3.134,4.929,0.425,1.362,47.844,365.329,10.085,837.077,22.062,1.795,1.14,0.009,0.015,0.019,0.005,0.013,0.007,0.028,0.003,0.147,0.009,0.035,0.013,0.102,0,0,0.001,0,47843588
Afghanistan,1987,AFG,10322767,15810816000,0.043,3.114,4.36,0.443,1.405,50.957,369.689,10.528,838.323,24.075,1.246,2.013,0.009,0.015,0.017,0.005,0.013,0.007,0.028,0.003,0.146,0.01,0.024,0.023,0.1,0,0,0.001,0,50957416
Afghanistan,1988,AFG,10383459,14499068928,0.043,2.857,4.249,0.366,1.448,53.814,373.938,10.894,839.716,25.896,1.392,1.821,0.009,0.013,0.016,0.004,0.013,0.007,0.028,0.003,0.145,0.01,0.028,0.02,0.098,0,0,0.001,0,53814310
Afghanistan,1989,AFG,10673172,13489497088,0.043,2.765,3.937,0.337,1.491,56.579,377.875,11.232,840.888,27.761,1.172,1.865,0.009,0.012,0.014,0.004,0.013,0.007,0.028,0.003,0.144,0.011,0.024,0.02,0.095,0,0,0.001,0,56579170
Afghanistan,1990,AFG,10694804,13065984000,0.046,2.024,2.427,0.278,1.537,58.603,380.303,11.51,841.291,29.032,0.403,1.271,0.009,0.009,0.009,0.003,0.013,0.007,0.027,0.003,0.143,0.011,0.008,0.014,0.093,0,0,0.001,0,58603492
Afghanistan,1991,AFG,10745168,12047362048,0.046,1.914,2.134,0.25,1.582,60.518,382.437,11.76,841.511,30.237,0.22,1.204,0.009,0.008,0.008,0.003,0.012,0.007,0.027,0.003,0.142,0.011,0.005,0.012,0.091,0,0,0.001,0,60517790
Afghanistan,1992,AFG,12057436,12677538816,0.046,1.482,0.163,0.022,1.628,62,382.6,11.782,840.192,31.266,-1.319,1.03,0.009,0.007,0.001,0,0.012,0.007,0.026,0.003,0.14,0.011,-0.027,0.011,0.09,0,0,0.001,0,61999850
Afghanistan,1993,AFG,14003764,9834580992,0.047,1.487,-2.25,0.018,1.675,63.487,380.35,11.8,836.455,32.314,-3.737,1.048,0.009,0.007,-0.008,0,0.012,0.007,0.026,0.003,0.139,0.011,-0.077,0.011,0.088,0,0,0.001,0,63486790
Afghanistan,1994,AFG,15455560,7919857152,0.047,1.454,-1.807,0.015,1.722,64.941,378.542,11.815,833.194,33.346,-3.261,1.032,0.008,0.006,-0.006,0,0.012,0.007,0.025,0.003,0.137,0.011,-0.062,0.011,0.087,0,0,0.001,0,64940620
Afghanistan,1995,AFG,16418911,12307525632,0.047,1.417,-0.671,0.015,1.769,66.358,377.871,11.829,831.105,34.357,-2.088,1.011,0.008,0.006,-0.002,0,0.012,0.007,0.025,0.002,0.135,0.011,-0.039,0.011,0.085,0,0,0.001,0,66357948
Afghanistan,1996,AFG,17106600,12070125568,0.047,1.37,1.92,0.007,1.816,67.728,379.791,11.837,831.655,35.343,0.55,0.986,0.007,0.006,0.007,0,0.012,0.007,0.024,0.002,0.134,0.011,0.01,0.01,0.084,0,0,0.001,0,67728050
Afghanistan,1997,AFG,17788818,11850752000,0.047,1.304,5.738,0.004,1.864,69.032,385.529,11.84,836.088,36.292,4.433,0.949,0.007,0.005,0.018,0,0.011,0.007,0.024,0.002,0.133,0.011,0.062,0.01,0.083,0,0,0.001,0,69032200
Afghanistan,1998,AFG,18493134,11692172288,0.047,1.279,1.462,0.004,1.911,70.311,386.99,11.844,836.271,37.234,0.183,0.942,0.007,0.005,0.005,0,0.011,0.007,0.024,0.002,0.132,0.011,0.003,0.01,0.082,0,0,0.001,0,70310700
Afghanistan,1999,AFG,19262854,11517317120,0.047,1.092,1.018,0.004,1.959,71.402,388.009,11.848,836.198,38.01,-0.073,0.777,0.007,0.004,0.003,0,0.011,0.007,0.023,0.002,0.131,0.011,-0.001,0.008,0.081,0,0,0.001,0,71402344
Afghanistan,2000,AFG,19542986,11283792896,0.01,1.047,0.864,0.004,1.969,72.449,388.872,11.851,836.015,38.798,-0.183,0.788,0.001,0.004,0.003,0,0.011,0.007,0.023,0.002,0.13,0.011,-0.004,0.008,0.08,0,0,0.001,0,72449470
Afghanistan,2001,AFG,19688634,11021273088,0.007,1.069,1.948,0.07,1.975,73.519,390.821,11.921,836.894,39.56,0.879,0.762,0.001,0.004,0.006,0.001,0.01,0.007,0.023,0.002,0.129,0.011,0.019,0.007,0.079,0,0,0.001,0,73518580
Afghanistan,2002,AFG,21000258,18804871168,0.011,1.341,9.475,0.055,1.986,74.86,400.296,11.976,845.028,40.288,8.134,0.727,0.001,0.005,0.03,0.001,0.01,0.007,0.023,0.002,0.13,0.01,0.157,0.007,0.078,0,0,0.001,0,74859570
Afghanistan,2003,AFG,22645136,21074343936,0.01,1.56,5.773,0.092,1.996,76.419,406.069,12.068,849.242,41.279,4.214,0.992,0.001,0.006,0.017,0.001,0.01,0.007,0.023,0.002,0.129,0.01,0.075,0.009,0.078,0,0,0.001,0,76419170
Afghanistan,2004,AFG,23553554,22332571648,0.01,1.237,3.692,0.092,2.006,77.656,409.761,12.159,851.697,42.188,2.455,0.909,0.001,0.004,0.011,0.001,0.009,0.007,0.023,0.002,0.128,0.01,0.046,0.008,0.077,0,0,0.001,0,77656420
Afghanistan,2005,AFG,24411196,25397688320,0.006,1.89,3.355,0.106,2.012,79.546,413.116,12.266,853.162,43.635,1.466,1.447,0.001,0.006,0.01,0.001,0.009,0.007,0.022,0.002,0.128,0.01,0.031,0.013,0.077,0,0,0.001,0,79545920
Afghanistan,2006,AFG,25442946,28704401408,0.012,2.159,3.442,0.161,2.024,81.705,416.558,12.427,854.445,45.292,1.282,1.657,0.001,0.007,0.01,0.001,0.009,0.007,0.022,0.002,0.127,0.011,0.025,0.015,0.077,0,0,0.001,0,81705240
Afghanistan,2007,AFG,25903306,34507530240,0.012,2.8,3.716,0.747,2.036,84.505,420.274,13.174,855.361,47.025,0.916,1.733,0.001,0.009,0.01,0.006,0.008,0.007,0.022,0.002,0.126,0.011,0.021,0.015,0.077,0,0,0.001,0,84505150
Afghanistan,2008,AFG,26427204,36561043456,0.015,4.254,5.061,1.078,2.051,88.76,425.335,14.252,856.167,49.889,0.806,2.864,0.001,0.013,0.014,0.008,0.008,0.007,0.022,0.002,0.125,0.011,0.017,0.025,0.077,0,0,0.001,0,88759624
Afghanistan,2009,AFG,27385310,44358721536,0.013,6.392,7.051,1.514,2.064,95.152,432.386,15.766,856.826,54.483,0.66,4.594,0.001,0.02,0.019,0.012,0.008,0.007,0.022,0.003,0.125,0.012,0.013,0.042,0.078,0,0,0.001,0,95151510
Afghanistan,2010,AFG,28189672,47399424000,0.015,8.365,8.878,2.246,2.079,103.516,441.264,18.012,857.339,60.316,0.513,5.833,0.001,0.025,0.023,0.016,0.007,0.008,0.022,0.003,0.124,0.013,0.011,0.051,0.078,0,0,0.001,0,103516320
Afghanistan,2011,AFG,29249156,53326336000,0.015,11.838,12.278,4.181,2.093,115.355,453.542,22.193,857.779,67.651,0.44,7.335,0.001,0.034,0.031,0.028,0.007,0.008,0.022,0.003,0.123,0.014,0.009,0.064,0.079,0,0,0.001,0,115354630
Afghanistan,2012,AFG,30466484,59166900224,0.029,10.035,10.475,3.125,2.122,125.39,464.017,25.318,858.219,74.225,0.44,6.573,0.002,0.029,0.026,0.021,0.007,0.009,0.022,0.004,0.122,0.015,0.009,0.057,0.08,0.001,0,0.001,0,125389950
Afghanistan,2013,AFG,31541216,62993698816,0.036,9.251,9.47,3.327,2.158,134.64,473.487,28.645,858.439,79.816,0.22,5.591,0.002,0.026,0.024,0.022,0.007,0.009,0.022,0.004,0.121,0.016,0.005,0.048,0.08,0.001,0,0.001,0,134640460
Afghanistan,2014,AFG,32716214,64346107904,0.029,9.17,9.28,3.706,2.186,143.811,482.767,32.351,858.548,84.981,0.11,5.165,0.002,0.026,0.023,0.025,0.006,0.01,0.022,0.005,0.121,0.016,0.002,0.044,0.081,0.001,0,0.001,0,143810770
Afghanistan,2015,AFG,33753500,62783393792,0.041,9.791,10.194,2.843,2.228,153.602,492.962,35.194,858.952,91.605,0.403,6.625,0.003,0.028,0.025,0.019,0.006,0.01,0.022,0.005,0.12,0.017,0.007,0.056,0.081,0.001,0,0.001,0,153601860
Afghanistan,2016,AFG,34636212,64297426944,0.076,9.068,9.507,2.879,2.304,162.669,502.469,38.073,859.391,97.399,0.44,5.794,0.005,0.026,0.024,0.02,0.006,0.01,0.022,0.005,0.119,0.018,0.01,0.048,0.082,0.001,0,0.001,0,162669460
Afghanistan,2017,AFG,35643420,68752801792,0.045,9.868,10.234,3.448,2.349,172.537,512.703,41.521,859.758,103.474,0.366,6.075,0.003,0.027,0.025,0.024,0.006,0.011,0.022,0.006,0.118,0.019,0.008,0.05,0.082,0.001,0,0.001,0,172537420
Afghanistan,2018,AFG,36686788,67594969088,0.057,10.818,11.148,3.847,2.405,183.355,523.851,45.368,860.087,110.095,0.33,6.621,0.004,0.029,0.027,0.026,0.006,0.011,0.022,0.006,0.118,0.019,0.008,0.054,0.082,0.001,0.001,0.001,0,183355470
Afghanistan,2019,AFG,37769496,,0.038,11.082,11.411,3.955,2.444,194.437,535.262,49.323,860.417,116.938,0.33,6.843,0.002,0.03,0.027,0.027,0.006,0.012,0.022,0.006,0.117,0.02,0.007,0.055,0.082,0.001,0.001,0.001,0,194437090
Afghanistan,2020,AFG,38972236,,0.061,11.682,12.012,4.15,2.504,206.119,547.274,53.473,860.747,124.158,0.33,7.22,0.004,0.033,0.031,0.029,0.006,0.012,0.022,0.007,0.117,0.021,0.008,0.065,0.082,0.001,0.001,0.001,0,206118860
Afghanistan,2021,AFG,40099460,,0.012,11.874,12.241,4.204,2.517,217.993,559.514,57.676,861.113,131.577,0.366,7.42,0.001,0.032,0.03,0.028,0.006,0.013,0.023,0.007,0.116,0.022,0.009,0.063,0.083,0.001,0.001,0.001,0,217993070
Bangladesh,1946,BGD,38192621,,,0.117,27.488,0.117,0,0.117,27.488,0.117,2581.544,0,27.37,0,0,0.003,0.28,0.004,0,0,0.005,0,0.715,0,0.53,0,0.631,0.001,0.001,0.002,0,117474
Bangladesh,1947,BGD,38515003,,,0.121,27.565,0.086,0,0.239,55.052,0.203,2608.988,0.036,27.443,0.036,0,0.002,0.269,0.002,0,0,0.01,0,0.713,0,0.537,0.003,0.626,0.001,0.001,0.002,0,238959
Bangladesh,1948,BGD,38840107,,0.002,0.134,28.86,0.079,0.002,0.373,83.912,0.283,2637.714,0.089,28.726,0.053,0.003,0.002,0.275,0.002,0,0,0.014,0,0.711,0,0.567,0.004,0.62,0.001,0.001,0.002,0,373036
Bangladesh,1949,BGD,39243938,,0.002,0.19,28.366,0.092,0.004,0.563,112.279,0.375,2665.89,0.185,28.176,0.096,0.004,0.004,0.277,0.003,0,0,0.019,0,0.709,0.001,0.563,0.007,0.616,0.001,0.001,0.002,0,563269
Bangladesh,1950,BGD,39728540,39301173248,0.002,0.993,36.644,0.498,0.006,1.556,148.922,0.873,2701.54,0.678,35.651,0.493,0.003,0.017,0.321,0.013,0.001,0.001,0.025,0,0.708,0.002,0.657,0.03,0.611,0.001,0.001,0.002,0,1556337
Bangladesh,1951,BGD,40548596,39781163008,0.002,1.226,46.184,0.654,0.008,2.783,195.106,1.527,2746.498,1.247,44.957,0.57,0.003,0.019,0.386,0.016,0.001,0.001,0.031,0.001,0.709,0.004,0.803,0.033,0.606,0.001,0.001,0.002,0,2782630
Bangladesh,1952,BGD,41426888,40974778368,0.002,1.295,51.895,0.67,0.01,4.078,247.001,2.197,2797.097,1.87,50.6,0.623,0.003,0.02,0.426,0.017,0.001,0.002,0.039,0.001,0.712,0.006,0.884,0.034,0.603,0.001,0.001,0.002,0,4077687
Bangladesh,1953,BGD,42329284,41553350656,0.003,1.318,54.556,0.609,0.013,5.396,301.557,2.806,2850.335,2.576,53.238,0.706,0.003,0.02,0.437,0.015,0.001,0.002,0.047,0.001,0.715,0.008,0.913,0.036,0.599,0.001,0.001,0.002,0,5395664
Bangladesh,1954,BGD,43282036,42373087232,0.003,1.339,58.717,0.547,0.016,6.734,360.274,3.354,2907.714,3.365,57.378,0.788,0.003,0.02,0.459,0.014,0.001,0.003,0.055,0.002,0.719,0.01,0.956,0.038,0.597,0.001,0.001,0.003,0,6734268
Bangladesh,1955,BGD,44315552,40166604800,0.003,1.379,63.081,0.517,0.019,8.114,423.355,3.871,2969.416,4.216,61.702,0.851,0.003,0.019,0.463,0.012,0.001,0.003,0.063,0.002,0.723,0.011,0.998,0.037,0.594,0.001,0.001,0.003,0,8113559
Bangladesh,1956,BGD,45407672,44305387520,0.003,1.634,69.711,0.66,0.022,9.748,493.066,4.531,3037.493,5.146,68.077,0.93,0.003,0.021,0.487,0.014,0.001,0.004,0.072,0.002,0.728,0.013,1.065,0.037,0.591,0.001,0.001,0.003,0,9747850
Bangladesh,1957,BGD,46560516,43387752448,0.005,1.689,71.122,0.607,0.026,11.437,564.188,5.138,3106.926,6.163,69.433,1.016,0.004,0.021,0.482,0.013,0.002,0.004,0.081,0.002,0.733,0.015,1.055,0.039,0.589,0.001,0.001,0.003,0,11436569
Bangladesh,1958,BGD,47742792,42582511616,0.005,1.896,74.553,0.655,0.031,13.333,638.741,5.793,3179.583,7.324,72.657,1.162,0.003,0.023,0.491,0.014,0.002,0.005,0.089,0.002,0.738,0.016,1.072,0.043,0.587,0.001,0.001,0.003,0,13332730
Bangladesh,1959,BGD,49004964,44798767104,0.004,1.84,77.282,0.539,0.035,15.173,716.023,6.332,3255.024,8.533,75.442,1.209,0.003,0.021,0.484,0.011,0.002,0.005,0.098,0.003,0.744,0.018,1.062,0.042,0.585,0.001,0.001,0.003,0,15172737
Bangladesh,1960,BGD,50396428,47441014784,0.005,2.212,85.568,0.726,0.04,17.385,801.591,7.058,3338.38,9.883,83.356,1.35,0.003,0.024,0.536,0.014,0.002,0.006,0.107,0.003,0.751,0.019,1.269,0.043,0.584,0.001,0.001,0.003,0,17384642
Bangladesh,1961,BGD,51882776,50082291712,0.005,2.29,70.074,0.715,0.045,19.675,871.665,7.773,3406.164,11.294,67.784,1.411,0.003,0.024,0.451,0.014,0.002,0.006,0.114,0.003,0.756,0.021,1.11,0.043,0.581,0.001,0.001,0.003,0,19675052
Bangladesh,1962,BGD,53461664,49816424448,0.006,2.517,54.143,0.763,0.051,22.192,925.807,8.536,3457.79,12.845,51.626,1.551,0.003,0.026,0.346,0.015,0.002,0.007,0.119,0.003,0.758,0.022,0.876,0.044,0.577,0.001,0.001,0.003,0,22191808
Bangladesh,1963,BGD,55094120,55102218240,0.006,2.893,51.258,0.815,0.057,25.085,977.066,9.351,3506.155,14.672,48.365,1.828,0.003,0.028,0.322,0.016,0.002,0.007,0.123,0.004,0.759,0.024,0.856,0.048,0.573,0.001,0.001,0.003,0,25085050
Bangladesh,1964,BGD,56774476,55737696256,0.006,2.975,56.799,0.8,0.063,28.06,1033.864,10.151,3559.979,16.532,53.824,1.859,0.003,0.027,0.348,0.015,0.002,0.008,0.128,0.004,0.762,0.025,0.983,0.045,0.571,0.002,0.001,0.003,0,28059662
Bangladesh,1965,BGD,58500156,58415452160,0.007,3.121,54.454,0.753,0.07,31.181,1088.318,10.904,3611.312,18.529,51.333,1.997,0.003,0.028,0.332,0.014,0.002,0.009,0.132,0.004,0.764,0.026,1.013,0.045,0.568,0.002,0.001,0.003,0,31180968
Bangladesh,1966,BGD,60265264,59220692992,0.007,3.176,49.892,0.644,0.078,34.357,1138.211,11.548,3658.028,20.648,46.716,2.119,0.003,0.027,0.298,0.012,0.002,0.009,0.135,0.004,0.766,0.027,0.964,0.044,0.564,0.002,0.001,0.003,0,34357280
Bangladesh,1967,BGD,62104488,57806946304,0.008,3.371,48.402,0.633,0.086,37.728,1186.612,12.181,3703.058,22.902,45.031,2.255,0.003,0.028,0.282,0.012,0.002,0.01,0.138,0.004,0.768,0.029,0.914,0.044,0.562,0.002,0.001,0.003,0,37728424
Bangladesh,1968,BGD,63995656,63239028736,0.01,3.866,44.902,0.682,0.096,41.594,1231.515,12.863,3744.095,25.546,41.037,2.644,0.004,0.03,0.251,0.013,0.003,0.011,0.14,0.005,0.768,0.03,0.824,0.048,0.56,0.002,0.001,0.003,0,41594090
Bangladesh,1969,BGD,65866916,64108445696,0.011,3.749,42.258,0.65,0.107,45.343,1273.773,13.513,3782.604,27.962,38.509,2.415,0.004,0.027,0.229,0.012,0.003,0.011,0.142,0.005,0.769,0.03,0.825,0.04,0.558,0.002,0.001,0.003,0,45343416
Bangladesh,1970,BGD,67541864,67600674816,0.011,3.803,45.023,0.615,0.118,49.147,1318.796,14.128,3823.823,30.579,41.22,2.617,0.004,0.026,0.231,0.011,0.003,0.012,0.144,0.005,0.77,0.031,0.896,0.038,0.555,0.002,0.001,0.003,0,49146612
Bangladesh,1971,BGD,68376208,64585773056,0.011,3.606,55.342,0.552,0.129,52.752,1374.137,14.68,3875.559,33.026,51.736,2.447,0.004,0.023,0.275,0.01,0.003,0.012,0.147,0.005,0.773,0.031,1.128,0.034,0.552,0.002,0.001,0.004,0,52752444
Bangladesh,1972,BGD,69346712,57036337152,0.01,3.506,57.22,0.355,0.139,56.258,1431.358,15.035,3929.274,35.452,53.714,2.426,0.003,0.022,0.275,0.006,0.003,0.012,0.15,0.005,0.777,0.031,1.17,0.031,0.549,0.002,0.001,0.004,0,56258364
